feature_index,feature_name,importance_score
0,high_std_0,78.906
1,low_std_0,32.561
2,close_std_0,29.625
3,daily_return_std_0,19.909
4,log_return_std_0,18.375
5,volume_change_std_0,19.219
6,relative_volume_std_0,20.806
7,log_volume_0,19.539
8,high_low_range_std_0,20.247
9,excess_return_std_0,40.291
10,open_std_1,43.692
11,high_std_1,48.503
12,low_std_1,50.743
13,close_std_1,69.22
14,daily_return_std_1,32.029
15,log_return_std_1,30.374
16,volume_change_std_1,61.173
17,relative_volume_std_1,59.474
18,log_volume_1,19.34
19,high_low_range_std_1,33.572
20,excess_return_std_1,20.23
21,open_std_2,23.165
22,high_std_2,49.313
23,low_std_2,23.191
24,close_std_2,34.384
25,daily_return_std_2,19.82
26,log_return_std_2,19.858
27,volume_change_std_2,19.921
28,relative_volume_std_2,23.148
29,log_volume_2,19.336
30,high_low_range_std_2,20.294
31,excess_return_std_2,51.427
