index,time_period_idx,score,start_date,end_date,num_tickers,top_tickers
0,10,2.482251938125892,2025-03-07,2025-03-13,10,"MDT,TECH,HAL,STZ,BG"
1,14,2.165636182529383,2023-04-21,2023-04-27,10,"MDT,TECH,HAL,STZ,BG"
2,22,1.907724392236057,2023-06-12,2023-06-16,10,"MDT,TECH,HAL,STZ,BG"
3,76,3.862633558266281,2023-03-09,2023-03-15,10,"MDT,TECH,HAL,STZ,BG"
4,92,1.8892699410951368,2024-09-19,2024-09-25,10,"MDT,TECH,HAL,STZ,BG"
5,108,1.7240888570142003,2025-01-07,2025-01-14,10,"MDT,TECH,HAL,STZ,BG"
