feature_index,feature_name,importance_score
0,High_0,43.061
1,Low_0,41.895
2,Open_0,24.203
3,Volume_0,52.27
4,daily_return_0,23.99
5,log_return_0,24.134
6,volume_change_0,23.32
7,relative_volume_0,23.592
8,high_low_range_0,35.764
9,excess_return_0,36.136
10,daily_return_zscore_0,24.044
11,log_return_zscore_0,42.518
12,volume_change_zscore_0,23.531
13,relative_volume_zscore_0,42.924
14,log_volume_0,23.649
15,Close_1,35.842
16,High_1,43.267
17,Low_1,23.649
18,Open_1,24.212
19,Volume_1,79.314
20,daily_return_1,42.717
21,log_return_1,36.204
22,volume_change_1,36.236
23,relative_volume_1,36.041
24,high_low_range_1,23.629
25,excess_return_1,36.182
26,daily_return_zscore_1,23.313
27,log_return_zscore_1,42.814
28,volume_change_zscore_1,36.184
29,relative_volume_zscore_1,23.823
30,log_volume_1,35.986
31,Close_2,23.8
32,High_2,23.305
33,Low_2,23.424
34,Open_2,24.003
35,Volume_2,73.626
36,daily_return_2,23.58
37,log_return_2,35.897
38,volume_change_2,35.867
39,relative_volume_2,23.695
40,high_low_range_2,23.655
41,excess_return_2,23.909
42,daily_return_zscore_2,23.89
43,log_return_zscore_2,35.921
44,volume_change_zscore_2,42.613
45,relative_volume_zscore_2,23.215
46,log_volume_2,23.73
