Date,Close,High,Low,Open,Volume
2023-01-03,234.80894470214844,240.85607195731004,232.6723500003931,238.23924481140818,25740000
2023-01-04,224.53765869140625,228.2325713228783,221.46018993339348,227.65432430054253,50623400
2023-01-05,217.88287353515625,223.01852855170435,217.3438233498918,222.67549253701173,39585600
2023-01-06,220.45068359375,221.26415657200155,214.98181819404755,218.55912524866,43613600
2023-01-09,222.59707641601562,226.63503997806498,221.9012238905733,221.9404207414047,27369800
2023-01-10,224.2926483154297,226.70365108395583,222.80291366553493,223.22434339433113,27033900
2023-01-11,231.07484436035156,231.2512526344681,226.5076407236404,226.68404899775695,28669300
2023-01-12,233.76026916503906,235.1225878893982,228.9088472303744,230.57499017345114,27269500
2023-01-13,234.46592712402344,234.60313854097345,230.2417596219311,232.28033992727597,21333300
2023-01-17,235.56362915039062,236.11247480825548,232.36853985579916,233.2310201495425,29831300
2023-01-18,231.11402893066406,237.55319978230224,230.82981063027438,236.75933268112436,30028700
2023-01-19,227.31129455566406,230.82981397653035,226.08618729413027,229.12445928470314,28623000
2023-01-20,235.43621826171875,235.9458670784951,229.8399216164332,230.18295763742017,35389800
2023-01-23,237.7492218017578,240.2876405055047,234.8775625509585,236.29869896460573,31934000
2023-01-24,237.219970703125,239.09193825120215,235.65184232831297,237.67081677077388,40234400
2023-01-25,235.81845092773438,238.45488418950694,226.30181098777524,229.81052003551318,66526600
2023-01-26,243.06126403808594,243.36508822534608,237.1807495855516,238.7978850780299,33454500
2023-01-27,243.2180938720703,244.85483535106292,241.9145779733684,244.0315668744898,26498900
2023-01-30,237.8766326904297,240.7090800731922,237.37677935793346,239.64077517830026,25867400
2023-01-31,242.87506103515625,243.01227244971068,238.11184342287675,238.60188632556014,26541100
2023-02-01,247.7166748046875,250.09827601317127,240.58165169810152,243.0612674641444,31259900
2023-02-02,259.3307189941406,259.4189231304734,252.12708209516663,253.66582404083547,39940400
2023-02-03,253.20518493652344,258.93869313209495,251.98007762592465,254.37148948900116,29077300
2023-02-06,251.6566162109375,253.1561462653794,249.7062550702165,252.31328684712523,22518000
2023-02-07,262.2317810058594,263.41767657007773,254.90072770646373,255.34177832539393,50841400
2023-02-08,261.41827392578125,271.2485324657394,260.9086102109095,267.7594297078376,54686000
2023-02-09,258.3702087402344,268.5239129821001,257.5665312216428,268.3474748100803,42375100
2023-02-10,257.860595703125,258.8308711332053,255.46918381235315,256.3218537248294,25818500
2023-02-13,265.9168701171875,269.1315501475347,261.82989942164016,262.31016177286494,44630900
2023-02-14,266.75,269.49422863256655,263.9175373133073,267.24004296366184,37047900
2023-02-15,264.6178894042969,266.00327549880467,261.5326969701238,263.6353486267536,28922400
2023-02-16,257.5730285644531,262.08288660517877,257.32739339893584,259.41037480496044,29603600
2023-02-17,253.554443359375,255.548999723687,251.53041197430025,254.8612392443018,30000100
2023-02-21,248.258544921875,251.02931675886796,247.19739921785944,250.03694110450442,28397400
2023-02-22,247.11880493164062,249.89939689903292,245.9692341169742,249.65376172515425,22491100
2023-02-23,250.32186889648438,252.35572011024465,246.1067613934901,251.0980693615476,29219100
2023-02-24,244.86875915527344,246.61768014977395,243.76831852746525,245.5958445657205,24990900
2023-02-27,245.7923583984375,248.40591997457756,245.03579794379073,248.05220476132266,21190000
2023-02-28,245.0652618408203,247.09912797283138,244.38730646348327,244.72138164422634,22491000
2023-03-01,241.97027587890625,246.5489036451056,241.49864560005906,246.38187354348958,27565300
2023-03-02,246.72576904296875,247.01069921844766,241.3217957785109,242.24538633521718,24808200
2023-03-03,250.83279418945312,251.15703440077357,247.00089167817626,247.78692719116086,30760100
2023-03-06,252.3851776123047,255.5784342901264,251.51071715253482,251.9528573863729,24109800
2023-03-07,249.71270751953125,253.19090991820912,248.965982000902,251.8251639819943,21473200
2023-03-08,249.2705535888672,250.0958841157782,246.4310117820294,249.60461380322926,17340200
2023-03-09,247.9146728515625,255.0282578162983,247.18758734735835,251.3535652492847,26653400
2023-03-10,244.249755859375,248.37642324072814,243.27705029353803,246.69628726753015,28333900
2023-03-13,249.4866943359375,253.40703652265023,241.43968484300973,243.08052576031324,33339700
2023-03-14,256.2367858886719,256.51189607276245,251.39285266205692,252.2673132455693,33620300
2023-03-15,260.8055725097656,261.8274231030396,254.6843339357489,255.44090936840504,46028000
2023-03-16,271.377685546875,271.73138571783875,258.6832496805038,260.57954556148786,54768800
2023-03-17,274.5513000488281,278.38320221583945,271.4956133158903,273.4017443911038,69527400
2023-03-20,267.4770202636719,272.63535806521134,265.13856899607947,272.14408779839806,43466600
2023-03-21,268.9999694824219,270.19867023704575,264.814336850172,270.08077016032206,34558700
2023-03-22,267.5360412597656,276.1332732093792,267.42794618032104,268.62664714868635,34873300
2023-03-23,272.81219482421875,276.1528264782384,270.3951536254245,273.0873049607908,36610900
2023-03-24,275.67138671875,275.7303367481384,270.4737392394616,272.3995101639137,28172000
2023-03-27,271.55462646484375,276.54592045032194,270.70962579919376,275.6026896941617,26840200
2023-03-28,270.4246826171875,271.31879823570057,267.30018046098104,270.9749030001552,21878600
2023-03-29,275.61248779296875,276.2314932010779,273.54914642752533,274.08953179203525,25087000
2023-03-30,279.09063720703125,279.4934824393244,276.56553072790194,279.26751729823314,25053400
2023-03-31,283.26641845703125,284.2194839558922,278.05896572186725,278.77623109227005,32766000
2023-04-03,282.2151184082031,283.23693893844955,278.9923867698922,281.5174930646761,24883300
2023-04-04,282.166015625,285.3789427288405,280.68239963863556,282.2151606481745,25824300
