Date,Close,High,Low,Open,Volume
2023-01-03,89.27713775634766,91.1184226545952,88.6003430742412,89.40652977671246,20738500
2023-01-04,88.29180908203125,90.8098811314599,87.38610288413852,90.58096963247291,27046500
2023-01-05,86.36095428466797,87.79416841193891,86.15194515667909,87.65482899327966,23136100
2023-01-06,87.7444076538086,88.05294384962349,85.16661325169555,86.94817590492201,26612600
2023-01-09,88.38138580322266,90.40181484744842,88.1624217030434,88.7745203696875,22996700
2023-01-10,88.81930541992188,89.05319819764858,86.29127849832223,86.31118846725929,22855600
2023-01-11,91.82508087158203,92.01418003236891,89.31695610724726,89.63544729709926,25998800
2023-01-12,91.47673034667969,92.1833824216319,90.14304329744982,91.96441830956216,22754200
2023-01-13,92.36253356933594,92.54168533315664,90.50134622261136,91.0965267592125,18630700
2023-01-17,91.72555541992188,92.5317345974227,90.41177069595153,92.34262783986411,22935800
2023-01-18,91.34732818603516,93.14680354992937,90.96912232114694,92.50186334215907,19641600
2023-01-19,93.46730041503906,93.95498836892797,90.94922076610231,90.95917575103884,28707700
2023-01-20,98.81198120117188,98.95132061724973,95.45787263688962,95.49767738997299,53704800
2023-01-23,100.73287963867188,100.92198637945205,98.2844773668706,98.66268325500256,31791800
2023-01-24,98.7423095703125,100.61344425937016,98.23471165395418,99.08071071236088,27391400
2023-01-25,96.27400970458984,97.25934063228942,94.81292767591877,96.74178770521466,31000900
2023-01-26,98.69255065917969,98.74231039669573,96.36357777137192,97.8166942324974,24542100
2023-01-27,100.23523712158203,101.10113854540126,98.50344186737202,98.58306655785783,29020400
2023-01-30,97.48824310302734,98.94036475098629,97.06026989637677,98.27950110151227,24365100
2023-01-31,99.39920806884766,99.43902041706131,97.3290115223109,97.39868123332758,22306800
2023-02-01,100.95185089111328,101.7082703143887,97.95603815400965,99.26981526105172,26392600
2023-02-02,108.28710174560547,108.30700412117132,106.03775363524876,106.28657509367761,46622600
2023-02-03,104.7239761352539,107.5107719002087,102.81302916612579,103.02203827899028,36823400
2023-02-06,102.98223876953125,104.20643623937323,101.72817634261942,102.20093565159789,25573000
2023-02-07,107.53069305419922,108.15772045801461,103.05986427177338,103.14147844720429,33738800
2023-02-08,99.5285873413086,103.0917125905503,97.99087248930825,102.20590877068695,73546000
2023-02-09,95.0099868774414,100.13571055317259,93.41753102694793,100.06604084700814,97798600
2023-02-10,94.41281127929688,96.56262465151482,94.08436514397408,95.28866004672967,49325300
2023-02-13,94.55215454101562,94.9005030653758,93.6066360329768,94.5621095255483,43116600
2023-02-14,94.50239562988281,94.72634103796074,92.21324255629635,94.21376939358002,42513100
2023-02-15,96.64225769042969,96.88112417611505,93.91517649802147,94.29338239980902,36964500
2023-02-16,95.32847595214844,97.41857468456848,94.52229685661901,95.089609478182,35642100
2023-02-17,94.14408111572266,95.29861630007824,93.00945589988527,94.62182164559383,31095100
2023-02-21,91.6160659790039,92.97462904475408,91.56629864888856,92.80045098277883,28367200
2023-02-22,91.36724853515625,91.9246062085135,90.44163234565723,91.500611925036,29891100
2023-02-23,90.64068603515625,91.6956866525768,89.5856854177357,91.6956866525768,32423700
2023-02-24,88.92878723144531,89.70510896249682,88.4410993017847,89.20746604839424,31295600
