Date,Close,High,Low,Open,Volume
2023-01-03,104.02526092529297,104.8752399424149,102.89518322561446,104.07355786729443,656400
2023-01-04,105.5127182006836,105.56101514330963,103.74516358438409,105.1553473539346,532000
2023-01-05,104.07354736328125,105.75417613439055,103.16561800265671,105.05874150659966,712400
2023-01-06,107.61834716796875,108.45866541565695,104.97183804762639,105.2422832669064,528300
2023-01-09,108.43933868408203,110.0523638001894,107.2223352534927,108.54558606804956,632700
2023-01-10,108.2171859741211,108.70012592900252,107.40584301799926,107.69560993855968,557900
2023-01-11,110.216552734375,110.50631964347743,108.38137950457634,108.79670814411458,556000
2023-01-12,109.63703918457031,110.42906047767964,109.00921572036769,110.42906047767964,488100
2023-01-13,109.87850189208984,110.46768923351081,107.85015553151419,109.10579500754721,559300
2023-01-17,108.94158935546875,110.14893917007088,108.62284723583495,109.95575877828746,485600
2023-01-18,107.17403411865234,110.15860687774614,106.73939110601603,109.26999175847628,760000
2023-01-19,104.566162109375,106.62348368427351,104.38264256663324,106.62348368427351,573800
2023-01-20,107.50243377685547,107.68594594339815,104.89455367491495,105.02012277574165,674300
2023-01-23,108.26547241210938,108.87398145384421,107.37686468944617,107.91776243421921,482200
2023-01-24,109.52113342285156,109.85918995154319,107.03882209920208,107.8211825468998,382800
2023-01-25,109.48248291015625,109.56941593126602,108.07229916982638,108.28479392245174,296100
2023-01-26,109.38589477539062,110.92164022448344,109.10578873008696,110.1103046745654,396600
2023-01-27,110.38074493408203,110.94095699969981,108.87397476911661,108.87397476911661,531700
2023-01-30,110.5449447631836,111.33696593738392,109.23134759098622,109.50180013626786,554400
2023-01-31,113.5391845703125,113.56815978810107,110.24553059220749,111.18243526912484,691200
2023-02-01,115.95388793945312,116.51409269543167,111.84889825835991,112.55398647689873,634800
2023-02-02,117.58622741699219,119.24754217174866,116.34990221412583,117.09363392993353,988300
2023-02-03,118.73563385009766,119.102665613165,116.23400070955887,116.30161938681118,673500
2023-02-06,116.74589538574219,118.99638974443529,116.56237586358286,117.80836170382001,475900
2023-02-07,116.15672302246094,116.52375474481669,113.17215019200599,115.62548611068898,507200
2023-02-08,116.05048370361328,117.0356780631691,115.20050458571926,115.55788283929557,470000
2023-02-09,114.5340576171875,117.23851732439617,114.08975368034065,117.14193079361728,687500
2023-02-10,114.05110931396484,115.33573145039081,113.71305279624207,114.56302452209925,462800
2023-02-13,115.82830810546875,116.04080284833292,114.00279580588602,114.45676050762704,671900
2023-02-14,115.77037811279297,116.31126855806667,114.21531071355143,114.96869593920542,375000
2023-02-15,117.43167877197266,117.62485180230364,114.51471737805505,114.78516256814993,437300
2023-02-16,114.6982421875,115.97320340589474,114.14769091976316,115.17152129192101,656600
2023-02-17,114.55335998535156,114.83346605364746,112.48637749289966,114.44711260189177,839000
2023-02-21,111.08585357666016,114.02212946834454,109.73362019154405,113.35566995395551,1217800
2023-02-22,109.27965545654297,114.05110470228823,108.23650335625324,114.05110470228823,1645000
2023-02-23,109.89781951904297,112.07104940628778,108.46832131989518,111.03755815467231,1453400
2023-02-24,109.15409851074219,109.92679807264042,107.57005593440945,108.42002766322135,1048900
2023-02-27,109.14441680908203,110.93129295559211,108.20751222910204,110.25518004688386,1025300
2023-02-28,108.86431121826172,109.56940671364926,108.37171045762327,108.9995338005424,1292800
2023-03-01,108.57455444335938,109.14442000178637,107.99502065428199,108.27512668724853,841600
2023-03-02,108.67115783691406,108.78705871747535,107.5990304772458,107.87913655373457,924700
2023-03-03,110.84437561035156,110.95062298525752,108.4200150806189,109.37623408569392,659100
2023-03-06,110.525634765625,111.8295711274788,110.38075131006822,110.91198819075022,691400
2023-03-07,109.51145935058594,111.18243480382885,109.22169980483407,110.6898339962483,675000
2023-03-08,110.4483642578125,110.70915595552887,108.92227225874848,109.81088736054348,650600
2023-03-09,107.69560241699219,111.44321355226684,107.42515724019937,110.81539755003139,898700
2023-03-10,103.82242584228516,107.84048966493373,103.55198065596817,107.84048966493373,883100
2023-03-13,102.36394500732422,103.83207906897489,101.58157735406395,102.60541495864742,874000
2023-03-14,104.3912582397461,105.56495572788386,102.97506108710462,104.2651536778826,938200
2023-03-15,100.72464752197266,102.34455075126478,98.86225205172857,102.20875154409083,1065900
2023-03-16,102.99443817138672,103.21754107642366,99.0174459117148,100.1038394652831,1128300
2023-03-17,100.22025299072266,102.87804702781244,100.01655417698055,102.81984948117237,1994100
2023-03-20,102.63555145263672,102.88775316558072,100.51125951051881,100.87985632135837,938600
2023-03-21,103.71224975585938,104.29424744260508,102.8101507512278,104.10995273877857,873100
2023-03-22,100.74405670166016,103.71225009409486,100.54035788065994,103.39214877516504,730300
2023-03-23,99.20174407958984,102.17963920080786,98.20264680120907,100.93804229561617,957300
2023-03-24,97.58186340332031,98.52276328458677,96.58276597080106,98.19296729348437,877500
2023-03-27,99.3278579711914,99.51215267257375,98.00865928512894,98.92046033592264,851100
2023-03-28,101.09325408935547,101.33575373650879,99.31815489607273,99.66735498001366,987900
2023-03-29,102.23784637451172,102.44154517741764,101.23874907432968,102.23784637451172,625500
2023-03-30,101.88866424560547,103.09146056039687,101.58796701703331,103.09146056039687,460000
2023-03-31,103.5279541015625,103.64434919754177,102.1796492356189,102.61615304704729,726500
2023-04-03,102.87804412841797,103.53764344025619,101.59764633490869,103.00414867658662,859900
2023-04-04,96.97076416015625,102.80045799468776,96.0977639136412,102.80045799468776,1311700
2023-04-05,96.21415710449219,96.8640543471574,95.0695585365811,96.27235464846176,1318900
2023-04-06,96.6506576538086,96.75735808935579,95.1083634680838,96.03956121426701,836800
2023-04-10,97.36846160888672,97.41696450148112,95.7582677016858,95.7582677016858,526000
2023-04-11,98.28995513916016,99.22115286186201,97.34905535878907,98.02805138560241,643600
2023-04-12,98.50337219238281,99.61886479110419,98.32877212815204,98.9301665934447,548000
2023-04-13,99.0756607055664,99.59946086032639,96.9901621450875,98.58095932598714,661400
2023-04-14,99.65765380859375,100.8410532813104,98.60035888983995,99.09506024657439,1008900
2023-04-17,101.29695129394531,101.57825176822978,99.68675011021391,100.04565224647378,1016900
2023-04-18,101.18055725097656,103.09145578382218,100.38515865055632,102.09235835408116,765300
2023-04-19,101.05445098876953,101.41335312267869,100.29785329071942,100.68585419755331,527000
2023-04-20,101.06416320800781,101.52975842262002,100.08446248486177,100.4918601477731,765400
2023-04-21,99.90015411376953,101.31635118698154,99.66735652104343,101.30665652930689,672300
2023-04-24,100.04566192626953,100.59856087046116,99.18236370464582,100.26876487590941,861300
2023-04-25,98.891357421875,100.99626007449707,98.8622586470396,100.17175531814858,1365800
2023-04-26,104.26515197753906,107.2236507964387,103.84805226537456,105.63285361527696,2946600
2023-04-27,108.09664154052734,108.70773796714529,105.40004673663938,107.22364135928622,1409300
2023-04-28,107.16544342041016,108.54283958991927,105.8074439657455,107.96084193806347,1233000
2023-05-01,107.35944366455078,108.18394098155241,106.28274464335388,107.30124611762183,973400
2023-05-02,106.32154846191406,107.70864677320574,105.59404950285554,107.64074716638036,597500
2023-05-03,105.69104766845703,107.90264331540514,105.48734884839624,107.09755009340357,644800
2023-05-04,103.81895446777344,106.16634942787154,103.7607569168544,105.45825455668196,527700
2023-05-05,104.8471450805664,105.40974604446585,103.92564937112925,104.83745042293167,813800
2023-05-08,104.3912582397461,105.67165617230569,104.09055362341981,105.12845189147566,381800
2023-05-09,104.61434173583984,105.02173934915567,103.43094232530204,103.96444448595486,668200
2023-05-10,105.060546875,105.9529512188323,103.84804861487673,105.42915108239879,605700
2023-05-11,105.60375213623047,105.75894806674705,103.47945279605004,104.16815092631582,658600
2023-05-12,105.45824432373047,106.54463797148232,104.12934363617495,106.20513995655986,601400
2023-05-15,106.09843444824219,106.13723527673476,104.46883665406095,105.07023839494377,327400
2023-05-16,103.30485534667969,105.65225028360105,103.2563524543911,105.19634973789682,512500
2023-05-17,105.77835083007812,105.91415004273107,103.75104989747004,103.75104989747004,497900
2023-05-18,107.17513275146484,107.55343157639648,105.18664025640142,105.47763536761735,575900
2023-05-19,106.02085876464844,108.35855173696089,105.7880537529099,108.35855173696089,572200
2023-05-22,106.46704864501953,106.98114672008303,105.24484833415968,105.99174400160058,403600
2023-05-23,104.62403869628906,106.38943566848461,104.34273824351325,105.4097351123345,452800
2023-05-24,103.09144592285156,104.60464131049467,102.66464418766947,104.60464131049467,490800
2023-05-25,102.09235382080078,103.57645051174016,101.29695525569919,103.37275169146437,598200
2023-05-26,103.88684844970703,104.0614484935083,102.13115335406793,102.14085541219634,727100
2023-05-30,103.86744689941406,104.53674086908146,103.1690467567162,104.17784614055736,478400
2023-05-31,101.59764862060547,104.06144588788636,100.77315131238394,103.49884493855807,1533000
2023-06-01,101.61705017089844,102.20874987844299,100.44335281344988,101.28724681563513,668100
2023-06-02,105.99173736572266,106.30213660295986,102.07294977079101,102.79074661930801,765300
2023-06-05,105.21575927734375,106.26335964054584,104.35246103373352,105.98205913188032,573000
2023-06-06,106.86473846435547,107.39824062699111,105.59404273217086,105.59404273217086,663800
2023-06-07,109.68743896484375,110.34703828180768,106.75803916872387,106.8453428874038,708100
2023-06-08,109.70684051513672,110.27914353914659,108.74654397034286,109.19274243964608,636600
2023-06-09,109.27033233642578,110.30823043380359,108.81443185804933,109.87172666917664,407400
2023-06-12,111.15213012695312,111.77293600649136,109.07633382508038,109.6486368169901,808600
2023-06-13,114.23672485351562,114.49862860372015,111.15212919883919,111.15212919883919,928200
2023-06-14,113.7011947631836,115.57074138902435,113.26302406757829,114.75281334730245,1023900
