feature_index,feature_name,importance_score
0,high_std_0,21.819
1,low_std_0,20.723
2,close_std_0,33.122
3,daily_return_std_0,19.451
4,log_return_std_0,19.796
5,volume_change_std_0,20.673
6,relative_volume_std_0,30.193
7,log_volume_0,17.979
8,high_low_range_std_0,20.829
9,excess_return_std_0,32.059
10,open_std_1,52.029
11,high_std_1,144.071
12,low_std_1,124.55
13,close_std_1,446.649
14,daily_return_std_1,36.343
15,log_return_std_1,35.729
16,volume_change_std_1,20.343
17,relative_volume_std_1,22.166
18,log_volume_1,17.598
19,high_low_range_std_1,51.407
20,excess_return_std_1,62.108
21,open_std_2,218.029
22,high_std_2,203.871
23,low_std_2,266.604
24,close_std_2,75.777
25,daily_return_std_2,19.265
26,log_return_std_2,21.568
27,volume_change_std_2,20.613
28,relative_volume_std_2,21.208
29,log_volume_2,18.475
30,high_low_range_std_2,37.282
31,excess_return_std_2,20.759
