index,subsequence_idx,score,start_date,end_date
30,30,2.9052,2023-05-26,2023-05-31
35,35,2.52656,2023-06-20,2023-06-22
36,36,2.79726,2023-06-23,2023-06-27
42,42,2.71518,2023-07-20,2023-07-24
63,63,2.64369,2023-10-18,2023-10-20
72,72,2.77897,2023-11-27,2023-11-29
74,74,2.39075,2023-12-05,2023-12-07
76,76,2.83309,2023-12-13,2023-12-15
121,121,3.0503,2024-06-28,2024-07-02
154,154,2.74888,2024-11-18,2024-11-20
160,160,2.67914,2024-12-13,2024-12-17
161,161,2.94978,2024-12-18,2024-12-20
180,180,2.93273,2025-03-14,2025-03-18
181,181,2.93157,2025-03-19,2025-03-21
