index,subsequence_idx,score
26,26,3.1065
62,62,2.50315
69,69,2.83628
70,70,2.96325
91,91,3.01701
92,92,2.84932
106,106,2.71919
111,111,2.33963
112,112,2.81116
119,119,2.61117
142,142,2.82442
152,152,2.75101
154,154,2.51145
156,156,2.86407
