window_index,start_date,end_date,iforest_score,lof_score
0,2023-11-02,2023-11-06,-0.2134249607519652,0.4426236808273329
1,2023-11-03,2023-11-07,-0.08520141246852339,0.4128978135493706
2,2023-11-06,2023-11-08,-1.3467515115870712,0.4573294200825093
3,2023-11-07,2023-11-09,-1.2512332061048523,0.41062643728857606
4,2023-11-08,2023-11-10,0.4563845497639668,0.4530781822932485
5,2023-11-09,2023-11-13,0.025770036061867296,0.3493866169584842
6,2023-11-10,2023-11-14,0.8774733928608355,0.34474881332113044
7,2023-11-13,2023-11-15,1.102370102626061,0.2836489687966478
8,2023-11-14,2023-11-16,-0.08574305729916805,0.23810983667639013
9,2023-11-15,2023-11-17,-1.5758096010052642,0.4263877992751028
10,2023-11-16,2023-11-20,-1.795553130494801,0.35556018522095284
11,2023-11-17,2023-11-21,-0.12487201858370996,0.4131546365620741
12,2023-11-20,2023-11-22,-1.1723969273650119,0.48828563746784026
13,2023-11-21,2023-11-24,0.6837352245127774,0.4952184462376834
14,2023-11-22,2023-11-27,2.451497276248642,-3.105105614130229
15,2023-11-24,2023-11-28,2.056961577394666,-2.7393111068818894
16,2023-11-27,2023-11-29,0.011266418536680062,-2.3698986787195597
17,2023-11-28,2023-11-30,-0.6931984086582857,0.22533118837938224
18,2023-11-29,2023-12-01,-0.07514551487302663,0.23004646119579844
19,2023-11-30,2023-12-04,0.540352250784983,0.23425131231571625
20,2023-12-01,2023-12-05,0.06791282900208277,0.41734606681251984
21,2023-12-04,2023-12-06,0.308974436186302,0.4035759697833619
22,2023-12-05,2023-12-07,0.6920537294004071,0.48786640857895613
23,2023-12-06,2023-12-08,0.014299491377344918,0.31467465210487267
24,2023-12-07,2023-12-11,0.2073850991648927,-0.0092781762802374
25,2023-12-08,2023-12-12,-1.0771066647298255,0.33944504228400363
