index,subsequence_idx,score
13,13,2.29236
41,41,1.96307
53,53,2.63029
64,64,1.96062
65,65,2.24722
72,72,1.9531
76,76,2.11322
83,83,2.33522
85,85,1.99061
89,89,2.14889
128,128,2.13318
140,140,2.01149
169,169,1.88492
176,176,1.9686
