index,subsequence_idx,score
13,13,2.71221
20,20,1.84165
29,29,1.86997
42,42,2.17688
55,55,1.96691
91,91,2.30461
103,103,2.25978
119,119,1.98166
128,128,2.68878
146,146,1.93482
155,155,2.21423
176,176,2.2017
181,181,2.02135
