feature_index,feature_name,importance_score
0,log_volume_0,16.328
1,log_return_std_0,28.426
2,low_std_0,24.697
3,excess_return_std_0,16.45
4,daily_return_std_0,28.671
5,open_std_0,16.375
6,relative_volume_std_0,24.874
7,high_low_range_std_0,16.155
8,high_std_0,16.355
9,volume_change_std_0,16.16
10,close_std_1,16.281
11,log_volume_1,24.663
12,log_return_std_1,28.492
13,low_std_1,28.457
14,excess_return_std_1,28.486
15,daily_return_std_1,16.396
16,open_std_1,15.978
17,relative_volume_std_1,16.082
18,high_low_range_std_1,28.37
19,high_std_1,28.377
20,volume_change_std_1,28.572
21,close_std_2,24.894
22,log_volume_2,15.736
23,log_return_std_2,16.518
24,low_std_2,24.805
25,excess_return_std_2,16.116
26,daily_return_std_2,24.761
27,open_std_2,16.49
28,relative_volume_std_2,28.511
29,high_low_range_std_2,24.934
30,high_std_2,16.494
31,volume_change_std_2,28.638
32,ticker,16.205
33,time_period_idx,16.388
