index,subsequence_idx,score,start_date,end_date
3,3,3.4447936873708667,2023-01-31,2023-02-02
10,10,1.510342287293189,2023-03-02,2023-03-06
23,23,1.8936423834558775,2023-04-27,2023-05-01
36,36,1.7705715343879156,2023-06-23,2023-06-27
42,42,1.5908866444120702,2023-07-20,2023-07-24
43,43,1.547405164009387,2023-07-25,2023-07-27
48,48,1.5685285304054575,2023-08-15,2023-08-17
64,64,1.5448834792507566,2023-10-23,2023-10-25
65,65,1.9843975092393618,2023-10-26,2023-10-30
87,87,3.4695393341340273,2024-02-01,2024-02-05
95,95,2.263873403867672,2024-03-07,2024-03-11
105,105,1.7823020167439578,2024-04-19,2024-04-23
106,106,2.9074743420235682,2024-04-24,2024-04-26
143,143,1.5021359354280321,2024-10-02,2024-10-04
148,148,2.05038745660955,2024-10-23,2024-10-25
157,157,2.138726180698139,2024-12-02,2024-12-04
161,161,2.307016498897093,2024-12-18,2024-12-20
174,174,1.7603065026054332,2025-02-18,2025-02-20
178,178,1.7642305636761046,2025-03-06,2025-03-10
