index,subsequence_idx,score
2,2,2.50937
5,5,3.7708
6,6,3.96183
7,7,3.84253
13,13,2.49553
110,110,2.48278
111,111,2.51401
180,180,2.51392
181,181,2.54451
285,285,3.37839
286,286,3.62356
287,287,3.40131
416,416,2.50618
417,417,2.45476
427,427,2.81328
428,428,2.9924
429,429,3.12152
459,459,2.96945
460,460,3.1978
461,461,3.06825
517,517,2.61455
518,518,2.5336
