feature_index,feature_name,importance_score
0,High_0,22.997
1,Low_0,23.898
2,Open_0,23.352
3,Volume_0,277.188
4,daily_return_0,23.756
5,log_return_0,23.238
6,volume_change_0,23.679
7,relative_volume_0,24.019
8,high_low_range_0,23.577
9,excess_return_0,35.774
10,daily_return_zscore_0,35.674
11,log_return_zscore_0,23.629
12,volume_change_zscore_0,46.016
13,relative_volume_zscore_0,43.935
14,log_volume_0,36.065
15,Close_1,35.97
16,High_1,23.718
17,Low_1,23.462
18,Open_1,23.316
19,Volume_1,256.116
20,daily_return_1,36.094
21,log_return_1,23.271
22,volume_change_1,42.541
23,relative_volume_1,23.45
24,high_low_range_1,35.446
25,excess_return_1,23.911
26,daily_return_zscore_1,42.634
27,log_return_zscore_1,44.723
28,volume_change_zscore_1,35.806
29,relative_volume_zscore_1,45.133
30,log_volume_1,35.898
31,Close_2,35.866
32,High_2,23.865
33,Low_2,42.516
34,Open_2,23.714
35,Volume_2,64.746
36,daily_return_2,35.669
37,log_return_2,23.8
38,volume_change_2,36.002
39,relative_volume_2,23.682
40,high_low_range_2,36.123
41,excess_return_2,23.543
42,daily_return_zscore_2,23.926
43,log_return_zscore_2,22.895
44,volume_change_zscore_2,23.412
45,relative_volume_zscore_2,23.856
46,log_volume_2,41.881
