window_index,anomaly_score,start_date,end_date,top_anomalous_stocks
18,-3.3676762388501853,2023-03-16,2023-03-20,"META (0.0419), MSFT (0.0332), JPM (0.0308)"
19,-3.150637019807064,2023-03-17,2023-03-21,"META (0.0363), JPM (0.0336), BRK-B (0.0276)"
