index,subsequence_idx,score,start_date,end_date
12,12,6.190995116505212,2024-05-07,2024-05-09
18,18,2.2712807389551015,2024-05-29,2024-05-31
41,41,1.8197882299755905,2024-08-28,2024-08-30
47,47,4.225431976021205,2024-09-19,2024-09-23
78,78,4.8172598321960365,2025-01-27,2025-01-29
105,105,1.8456013296254832,2023-01-31,2023-02-02
106,106,3.5144556094581465,2023-05-26,2023-05-31
112,112,4.5327595748558895,2023-06-23,2023-06-27
133,133,1.7613224162385885,2023-09-14,2023-09-18
153,153,1.9210687654021625,2023-11-30,2023-12-04
