index,subsequence_idx,score,start_date,end_date
10,10,2.199976576810992,2024-04-29,2024-05-01
56,56,2.883701920912684,2024-10-28,2024-10-30
60,60,2.582208158164038,2024-11-08,2024-11-12
61,61,5.7819038298228245,2024-11-13,2024-11-15
82,82,2.3471188340427402,2025-02-07,2025-02-11
99,99,4.655460531363275,2023-05-02,2023-05-04
110,110,2.2811287801919926,2023-06-14,2023-06-16
121,121,1.981790937200134,2023-07-28,2023-08-01
138,138,2.040849922007595,2023-02-13,2023-02-15
145,145,2.120983192193825,2023-10-31,2023-11-02
