window_idx,stock_idx,ticker,score,start_date,end_date,close_std_0,log_volume_0,log_return_std_0,low_std_0,excess_return_std_0,daily_return_std_0,open_std_0,relative_volume_std_0,high_low_range_std_0,high_std_0,volume_change_std_0,close_std_1,log_volume_1,log_return_std_1,low_std_1,excess_return_std_1,daily_return_std_1,open_std_1,relative_volume_std_1,high_low_range_std_1,high_std_1,volume_change_std_1,close_std_2,log_volume_2,log_return_std_2,low_std_2,excess_return_std_2,daily_return_std_2,open_std_2,relative_volume_std_2,high_low_range_std_2,high_std_2,volume_change_std_2
247,21,UNH,11.04,2024-01-11,2024-01-16,0.4541136876844073,14.850153407981098,0.0635634923864793,0.3703922949154378,0.0887261715146027,0.059155641128736,-0.0201280449013722,0.1635677667475218,-0.6455340949924113,0.0253651296575526,0.9341311651057478,-2.089700936472821,15.660147224875857,-2.212464650795094,-2.0957773043271697,-1.8540573204780384,-2.1952237260461565,-1.8603127199202456,2.432690466145558,1.6483927490605406,-1.6367082000597537,2.3892412410164483,-1.9429982236626824,15.13371369456282,-0.2066346153067355,-1.4501385624178194,0.0242529092981941,-0.2141233377441186,-1.2629622756128192,-0.2126601833739551,-0.305417603064043,-1.940369297033212,-1.1279347252718157
