feature_index,feature_name,importance_score
0,High_0,23.799
1,Low_0,35.853
2,Open_0,23.549
3,Volume_0,95.816
4,daily_return_0,23.134
5,log_return_0,23.824
6,volume_change_0,35.866
7,relative_volume_0,23.917
8,high_low_range_0,23.658
9,excess_return_0,35.727
10,daily_return_zscore_0,35.313
11,log_return_zscore_0,23.649
12,volume_change_zscore_0,23.082
13,relative_volume_zscore_0,44.682
14,log_volume_0,35.605
15,Close_1,23.529
16,High_1,23.856
17,Low_1,42.274
18,Open_1,35.592
19,Volume_1,118.57
20,daily_return_1,23.349
21,log_return_1,23.674
22,volume_change_1,23.722
23,relative_volume_1,35.643
24,high_low_range_1,42.091
25,excess_return_1,35.542
26,daily_return_zscore_1,35.55
27,log_return_zscore_1,35.806
28,volume_change_zscore_1,42.339
29,relative_volume_zscore_1,45.193
30,log_volume_1,42.684
31,Close_2,22.722
32,High_2,23.883
33,Low_2,41.53
34,Open_2,23.893
35,Volume_2,61.607
36,daily_return_2,23.281
37,log_return_2,23.334
38,volume_change_2,22.95
39,relative_volume_2,23.894
40,high_low_range_2,23.133
41,excess_return_2,23.782
42,daily_return_zscore_2,35.712
43,log_return_zscore_2,23.868
44,volume_change_zscore_2,35.488
45,relative_volume_zscore_2,42.748
46,log_volume_2,23.584
