index,subsequence_idx,score,start_date,end_date
23,23,2.57479,2023-02-21,2023-02-23
24,24,2.37978,2023-02-22,2023-02-24
35,35,2.08312,2023-03-09,2023-03-13
36,36,2.06156,2023-03-10,2023-03-14
37,37,2.11865,2023-03-13,2023-03-15
38,38,1.89156,2023-03-14,2023-03-16
54,54,2.41673,2023-04-05,2023-04-10
55,55,2.30888,2023-04-06,2023-04-11
56,56,2.49584,2023-04-10,2023-04-12
87,87,2.13824,2023-05-23,2023-05-25
143,143,2.50493,2023-08-14,2023-08-16
164,164,1.88766,2023-09-13,2023-09-15
186,186,2.37938,2023-10-13,2023-10-17
212,212,2.0338,2023-11-20,2023-11-22
213,213,2.128,2023-11-21,2023-11-24
224,224,2.26412,2023-12-07,2023-12-11
225,225,2.30248,2023-12-08,2023-12-12
226,226,1.95135,2023-12-11,2023-12-13
238,238,2.3373,2023-12-28,2024-01-02
242,242,2.77765,2024-01-04,2024-01-08
273,273,2.96665,2024-02-20,2024-02-22
274,274,2.56419,2024-02-21,2024-02-23
286,286,2.52852,2024-03-08,2024-03-12
307,307,1.98277,2024-04-09,2024-04-11
308,308,2.16109,2024-04-10,2024-04-12
309,309,1.95294,2024-04-11,2024-04-15
311,311,2.01609,2024-04-15,2024-04-17
337,337,1.91182,2024-05-21,2024-05-23
357,357,2.57212,2024-06-20,2024-06-24
384,384,1.94825,2024-07-30,2024-08-01
385,385,2.22378,2024-07-31,2024-08-02
462,462,2.06846,2024-11-18,2024-11-20
463,463,3.55514,2024-11-19,2024-11-21
464,464,3.42274,2024-11-20,2024-11-22
465,465,2.601,2024-11-21,2024-11-25
483,483,2.03535,2024-12-18,2024-12-20
495,495,2.40861,2025-01-07,2025-01-10
505,505,2.63428,2025-01-23,2025-01-27
506,506,2.52996,2025-01-24,2025-01-28
524,524,2.16145,2025-02-20,2025-02-24
525,525,2.21765,2025-02-21,2025-02-25
