index,subsequence_idx,score
1,1,1.85625
6,6,1.80324
10,10,2.1597
11,11,1.90299
18,18,2.24586
25,25,2.01827
46,46,1.86373
50,50,2.34662
66,66,2.17384
87,87,1.92153
94,94,2.32199
114,114,1.86438
129,129,1.80241
161,161,2.25563
174,174,2.19063
