feature_index,feature_name,importance_score
0,High_0,23.585
1,Low_0,42.131
2,Open_0,23.547
3,Volume_0,50.931
4,daily_return_0,42.184
5,log_return_0,23.36
6,volume_change_0,35.854
7,relative_volume_0,23.486
8,high_low_range_0,23.691
9,excess_return_0,35.342
10,daily_return_zscore_0,42.381
11,log_return_zscore_0,23.504
12,volume_change_zscore_0,23.335
13,relative_volume_zscore_0,23.455
14,log_volume_0,42.363
15,Close_1,23.671
16,High_1,23.105
17,Low_1,23.599
18,Open_1,23.705
19,Volume_1,45.241
20,daily_return_1,23.241
21,log_return_1,35.528
22,volume_change_1,35.345
23,relative_volume_1,35.588
24,high_low_range_1,35.705
25,excess_return_1,23.769
26,daily_return_zscore_1,23.051
27,log_return_zscore_1,42.317
28,volume_change_zscore_1,35.761
29,relative_volume_zscore_1,35.765
30,log_volume_1,35.369
31,Close_2,23.182
32,High_2,23.549
33,Low_2,35.381
34,Open_2,35.681
35,Volume_2,43.248
36,daily_return_2,23.573
37,log_return_2,23.171
38,volume_change_2,22.265
39,relative_volume_2,23.608
40,high_low_range_2,23.295
41,excess_return_2,42.229
42,daily_return_zscore_2,22.945
43,log_return_zscore_2,41.443
44,volume_change_zscore_2,42.255
45,relative_volume_zscore_2,35.822
46,log_volume_2,23.276
