index,subsequence_idx,score,start_date,end_date
7,7,2.2521583590325247,2023-02-16,2023-02-21
10,10,1.5274579648856328,2023-03-02,2023-03-06
23,23,1.8791372030312026,2023-04-27,2023-05-01
29,29,1.9762810518255316,2023-05-23,2023-05-25
55,55,2.2639572661970067,2023-09-14,2023-09-18
56,56,1.796049175454245,2023-09-19,2023-09-21
63,63,2.200182625603664,2023-10-18,2023-10-20
65,65,2.4268223440743086,2023-10-26,2023-10-30
76,76,2.140438917310326,2023-12-13,2023-12-15
107,107,2.3054857875204555,2024-04-29,2024-05-01
123,123,1.8676286122944215,2024-07-09,2024-07-11
128,128,1.5094023283521065,2024-07-30,2024-08-01
135,135,2.367819073121441,2024-08-28,2024-08-30
150,150,2.55945430625146,2024-10-31,2024-11-04
170,170,2.1856648961441376,2025-01-30,2025-02-03
175,175,2.347485420865763,2025-02-21,2025-02-25
