feature_index,feature_name,importance_score
0,high_std_0,18.588
1,low_std_0,18.388
2,close_std_0,18.294
3,daily_return_std_0,35.392
4,log_return_std_0,20.139
5,volume_change_std_0,68.918
6,relative_volume_std_0,91.066
7,log_volume_0,28.006
8,high_low_range_std_0,18.406
9,excess_return_std_0,33.427
10,open_std_1,19.056
11,high_std_1,18.14
12,low_std_1,19.472
13,close_std_1,54.01
14,daily_return_std_1,19.189
15,log_return_std_1,19.088
16,volume_change_std_1,20.181
17,relative_volume_std_1,44.209
18,log_volume_1,19.032
19,high_low_range_std_1,18.243
20,excess_return_std_1,19.736
21,open_std_2,33.918
22,high_std_2,31.781
23,low_std_2,38.574
24,close_std_2,63.974
25,daily_return_std_2,34.132
26,log_return_std_2,20.003
27,volume_change_std_2,93.12
28,relative_volume_std_2,60.958
29,log_volume_2,30.359
30,high_low_range_std_2,36.841
31,excess_return_std_2,20.455
