feature_index,feature_name,importance_score
0,High_0,35.738
1,Low_0,23.037
2,Open_0,35.661
3,Volume_0,52.865
4,daily_return_0,42.324
5,log_return_0,23.711
6,volume_change_0,23.139
7,relative_volume_0,42.196
8,high_low_range_0,35.797
9,excess_return_0,23.778
10,daily_return_zscore_0,23.564
11,log_return_zscore_0,35.592
12,volume_change_zscore_0,35.715
13,relative_volume_zscore_0,35.738
14,log_volume_0,23.834
15,Close_1,42.315
16,High_1,23.781
17,Low_1,22.648
18,Open_1,35.782
19,Volume_1,44.462
20,daily_return_1,23.138
21,log_return_1,23.51
22,volume_change_1,23.435
23,relative_volume_1,23.088
24,high_low_range_1,23.169
25,excess_return_1,35.687
26,daily_return_zscore_1,23.693
27,log_return_zscore_1,23.446
28,volume_change_zscore_1,23.499
29,relative_volume_zscore_1,35.601
30,log_volume_1,42.232
31,Close_2,35.613
32,High_2,42.395
33,Low_2,23.697
34,Open_2,23.03
35,Volume_2,48.262
36,daily_return_2,41.63
37,log_return_2,23.564
38,volume_change_2,23.165
39,relative_volume_2,35.631
40,high_low_range_2,23.641
41,excess_return_2,23.367
42,daily_return_zscore_2,42.431
43,log_return_zscore_2,23.71
44,volume_change_zscore_2,35.704
45,relative_volume_zscore_2,23.728
46,log_volume_2,42.268
