feature_index,feature_name,importance_score
0,log_volume_0,28.375
1,log_return_std_0,24.931
2,low_std_0,16.01
3,excess_return_std_0,16.476
4,daily_return_std_0,16.251
5,open_std_0,16.44
6,relative_volume_std_0,16.219
7,high_low_range_std_0,28.45
8,high_std_0,15.84
9,volume_change_std_0,16.277
10,close_std_1,16.057
11,log_volume_1,16.248
12,log_return_std_1,28.609
13,low_std_1,16.038
14,excess_return_std_1,16.3
15,daily_return_std_1,28.432
16,open_std_1,16.032
17,relative_volume_std_1,24.906
18,high_low_range_std_1,24.851
19,high_std_1,28.312
20,volume_change_std_1,24.862
21,close_std_2,28.479
22,log_volume_2,28.6
23,log_return_std_2,15.944
24,low_std_2,28.63
25,excess_return_std_2,24.887
26,daily_return_std_2,16.391
27,open_std_2,24.808
28,relative_volume_std_2,24.853
29,high_low_range_std_2,28.604
30,high_std_2,28.509
31,volume_change_std_2,16.329
32,ticker,16.434
33,time_period_idx,16.493
