index,date,score,start_date,end_date
24,2023-02-22,2.78726,2023-02-22,2023-02-22
25,2023-02-23,2.3775,2023-02-23,2023-02-23
41,2023-03-17,3.23597,2023-03-17,2023-03-17
68,2023-04-26,4.18528,2023-04-26,2023-04-26
92,2023-05-31,2.489,2023-05-31,2023-05-31
104,2023-06-16,4.10142,2023-06-16,2023-06-16
130,2023-07-26,4.07855,2023-07-26,2023-07-26
198,2023-10-31,3.25986,2023-10-31,2023-10-31
215,2023-11-24,2.36531,2023-11-24,2023-11-24
225,2023-12-08,3.30879,2023-12-08,2023-12-08
229,2023-12-14,3.14302,2023-12-14,2023-12-14
230,2023-12-15,2.60907,2023-12-15,2023-12-15
233,2023-12-20,2.73458,2023-12-20,2023-12-20
235,2023-12-22,2.86332,2023-12-22,2023-12-22
273,2024-02-20,2.91726,2024-02-20,2024-02-20
280,2024-02-29,2.97968,2024-02-29,2024-02-29
291,2024-03-15,2.45683,2024-03-15,2024-03-15
358,2024-06-21,2.38986,2024-06-21,2024-06-21
363,2024-06-28,4.19274,2024-06-28,2024-06-28
380,2024-07-24,2.63004,2024-07-24,2024-07-24
421,2024-09-20,3.09327,2024-09-20,2024-09-20
441,2024-10-18,3.06618,2024-10-18,2024-10-18
442,2024-10-21,2.61551,2024-10-21,2024-10-21
445,2024-10-24,3.08673,2024-10-24,2024-10-24
454,2024-11-06,2.6843,2024-11-06,2024-11-06
467,2024-11-25,2.83019,2024-11-25,2024-11-25
485,2024-12-20,3.28046,2024-12-20,2024-12-20
522,2025-02-18,3.0682,2025-02-18,2025-02-18
523,2025-02-19,2.38969,2025-02-19,2025-02-19
545,2025-03-21,4.06264,2025-03-21,2025-03-21
