index,subsequence_idx,score,start_date,end_date
7,7,2.318368347292695,2023-06-16,2023-06-21
10,10,3.5456817516104504,2023-06-22,2023-06-26
11,11,4.0762637214009825,2023-06-23,2023-06-27
16,16,4.334708160077152,2023-06-29,2023-07-03
17,17,3.6549192648670257,2023-06-30,2023-07-05
18,18,2.8781458026869187,2023-07-03,2023-07-06
74,74,3.402871135748386,2023-09-14,2023-09-18
75,75,3.4646732424967017,2023-09-15,2023-09-19
128,128,3.3040112064553258,2023-11-21,2023-11-24
129,129,2.849699757801023,2023-11-22,2023-11-27
130,130,3.5907069189652217,2023-11-24,2023-11-28
147,147,2.5349450282463426,2023-12-15,2023-12-19
214,214,2.145009732781775,2024-03-15,2024-03-19
287,287,2.3872357958496693,2024-06-20,2024-06-24
288,288,2.873158564337657,2024-06-21,2024-06-25
293,293,3.2411814773760477,2024-06-27,2024-07-01
294,294,3.236769734852144,2024-06-28,2024-07-02
323,323,2.6644402940617837,2023-03-15,2023-03-17
341,341,2.629662708792214,2024-08-28,2024-08-30
346,346,2.360851105788707,2023-03-17,2023-03-21
358,358,2.0867741302804905,2024-09-19,2024-09-23
359,359,2.4516480747195346,2024-09-20,2024-09-24
409,409,3.314921849194777,2024-11-25,2024-11-27
410,410,2.424362671851747,2024-11-26,2024-11-29
411,411,4.831015453901069,2024-11-27,2024-12-02
413,413,4.823922630558026,2024-11-29,2024-12-03
429,429,5.134398266469275,2024-12-20,2024-12-24
430,430,2.900505539224614,2024-12-23,2024-12-26
431,431,2.58539735634183,2024-12-24,2024-12-27
496,496,2.5365816486348147,2025-03-21,2025-03-25
