index,time_period_idx,score,start_date,end_date,num_tickers,top_tickers
0,47,1.121640373503647,2023-11-24,2023-11-30,10,"MDT,TECH,HAL,STZ,BG"
1,76,9.148861661575637,2023-03-09,2023-03-15,10,"MDT,TECH,HAL,STZ,BG"
2,78,2.46868362316458,2024-06-17,2024-06-24,10,"MDT,TECH,HAL,STZ,BG"
3,79,1.417961057409541,2024-06-25,2024-07-01,10,"MDT,TECH,HAL,STZ,BG"
4,92,1.0428832199391769,2024-09-19,2024-09-25,10,"MDT,TECH,HAL,STZ,BG"
5,97,1.2091379080529794,2024-10-24,2024-10-30,10,"MDT,TECH,HAL,STZ,BG"
