index,subsequence_idx,score,start_date,end_date
2,2,3.24004,2023-02-01,2023-02-03
13,13,3.15632,2023-02-02,2023-02-06
24,24,2.93101,2023-02-03,2023-02-07
42,42,2.69368,2023-08-03,2023-08-07
43,43,2.57945,2023-08-04,2023-08-08
147,147,2.5901,2023-12-15,2023-12-19
199,199,2.70074,2024-02-27,2024-02-29
200,200,2.66293,2024-02-28,2024-03-01
202,202,2.73131,2024-02-29,2024-03-04
250,250,3.11939,2024-05-01,2024-05-03
251,251,3.17508,2024-05-02,2024-05-06
252,252,3.08765,2024-05-03,2024-05-07
278,278,3.2152,2024-06-07,2024-06-11
280,280,4.10492,2024-06-10,2024-06-12
281,281,3.85375,2024-06-11,2024-06-13
282,282,3.47184,2024-06-12,2024-06-14
286,286,3.87754,2024-06-18,2024-06-21
287,287,3.81973,2024-06-20,2024-06-24
288,288,3.70758,2024-06-21,2024-06-25
319,319,2.88569,2024-08-01,2024-08-05
320,320,2.94509,2024-08-02,2024-08-06
356,356,4.14854,2024-09-18,2024-09-20
358,358,4.09778,2024-09-19,2024-09-23
359,359,4.02882,2024-09-20,2024-09-24
427,427,2.73532,2024-12-18,2024-12-20
428,428,3.02946,2024-12-19,2024-12-23
429,429,3.0755,2024-12-20,2024-12-24
