feature_index,feature_name,importance_score
0,High_0,35.531
1,Low_0,23.411
2,Open_0,23.862
3,Volume_0,60.568
4,daily_return_0,24.007
5,log_return_0,35.808
6,volume_change_0,23.85
7,relative_volume_0,23.446
8,high_low_range_0,23.371
9,excess_return_0,23.66
10,daily_return_zscore_0,23.914
11,log_return_zscore_0,23.635
12,volume_change_zscore_0,35.818
13,relative_volume_zscore_0,42.631
14,log_volume_0,23.957
15,Close_1,23.774
16,High_1,35.88
17,Low_1,35.778
18,Open_1,23.767
19,Volume_1,57.595
20,daily_return_1,36.029
21,log_return_1,35.953
22,volume_change_1,23.929
23,relative_volume_1,24.038
24,high_low_range_1,42.319
25,excess_return_1,42.527
26,daily_return_zscore_1,23.935
27,log_return_zscore_1,42.56
28,volume_change_zscore_1,23.979
29,relative_volume_zscore_1,42.62
30,log_volume_1,24.011
31,Close_2,22.91
32,High_2,35.894
33,Low_2,41.795
34,Open_2,42.605
35,Volume_2,68.087
36,daily_return_2,23.596
37,log_return_2,42.522
38,volume_change_2,36
39,relative_volume_2,23.485
40,high_low_range_2,23.356
41,excess_return_2,35.717
42,daily_return_zscore_2,23.451
43,log_return_zscore_2,36.048
44,volume_change_zscore_2,23.895
45,relative_volume_zscore_2,23.545
46,log_volume_2,35.805
