index,subsequence_idx,score,start_date,end_date
5,5,1.86514,2023-02-08,2023-02-10
34,34,2.46011,2023-06-14,2023-06-16
48,48,2.17098,2023-08-15,2023-08-17
53,53,2.11269,2023-09-06,2023-09-08
63,63,2.04026,2023-10-18,2023-10-20
72,72,2.32658,2023-11-27,2023-11-29
87,87,1.87758,2024-02-01,2024-02-05
91,91,1.93013,2024-02-20,2024-02-22
93,93,2.22063,2024-02-28,2024-03-01
121,121,2.55966,2024-06-28,2024-07-02
136,136,2.37457,2024-09-03,2024-09-05
149,149,1.92376,2024-10-28,2024-10-30
161,161,1.92875,2024-12-18,2024-12-20
165,165,2.26156,2025-01-07,2025-01-10
181,181,1.93886,2025-03-19,2025-03-21
