index,subsequence_idx,score
5,5,1.86514
34,34,2.46011
48,48,2.17098
53,53,2.11269
63,63,2.04026
72,72,2.32658
87,87,1.87758
91,91,1.93013
93,93,2.22063
121,121,2.55966
136,136,2.37457
149,149,1.92376
161,161,1.92875
165,165,2.26156
181,181,1.93886
