index,subsequence_idx,score,start_date,end_date
170,170,2.71037,2024-01-18,2024-01-22
171,171,2.80982,2024-01-19,2024-01-23
172,172,2.56303,2024-01-22,2024-01-24
211,211,3.27638,2024-03-13,2024-03-15
213,213,3.25336,2024-03-14,2024-03-18
214,214,2.87174,2024-03-15,2024-03-19
286,286,2.57946,2024-06-18,2024-06-21
287,287,2.79917,2024-06-20,2024-06-24
288,288,2.59301,2024-06-21,2024-06-25
290,290,4.78649,2023-03-10,2023-03-14
301,301,4.96153,2023-03-13,2023-03-15
312,312,4.79825,2023-03-14,2023-03-16
323,323,3.32954,2023-03-15,2023-03-17
335,335,2.56213,2023-03-16,2023-03-20
356,356,3.07319,2024-09-18,2024-09-20
358,358,3.09879,2024-09-19,2024-09-23
359,359,2.83475,2024-09-20,2024-09-24
378,378,3.02502,2024-10-16,2024-10-18
380,380,3.2567,2024-10-17,2024-10-21
381,381,2.73934,2024-10-18,2024-10-22
427,427,3.29528,2024-12-18,2024-12-20
428,428,3.46088,2024-12-19,2024-12-23
429,429,3.14565,2024-12-20,2024-12-24
461,461,2.59152,2025-02-04,2025-02-06
462,462,2.64102,2025-02-05,2025-02-07
494,494,3.70474,2025-03-19,2025-03-21
495,495,3.80614,2025-03-20,2025-03-24
496,496,3.50016,2025-03-21,2025-03-25
532,532,2.68137,2023-05-23,2023-05-25
533,533,2.74592,2023-05-24,2023-05-26
