feature_index,feature_name,importance_score
0,high_std_0,41.521
1,low_std_0,21.266
2,close_std_0,34.753
3,daily_return_std_0,45.989
4,log_return_std_0,35.456
5,volume_change_std_0,20.117
6,relative_volume_std_0,29.464
7,log_volume_0,19.472
8,high_low_range_std_0,58.054
9,excess_return_std_0,49.486
10,open_std_1,59.157
11,high_std_1,45.228
12,low_std_1,35.483
13,close_std_1,53.961
14,daily_return_std_1,36.729
15,log_return_std_1,33.021
16,volume_change_std_1,23.273
17,relative_volume_std_1,51.782
18,log_volume_1,22.156
19,high_low_range_std_1,19.8
20,excess_return_std_1,37.26
21,open_std_2,19.712
22,high_std_2,90.009
23,low_std_2,21.503
24,close_std_2,21.438
25,daily_return_std_2,18.962
26,log_return_std_2,19.168
27,volume_change_std_2,23.004
28,relative_volume_std_2,23.547
29,log_volume_2,18.176
30,high_low_range_std_2,22.072
31,excess_return_std_2,21.401
