feature_index,feature_name,importance_score
0,high_std_0,64.144
1,low_std_0,62.036
2,close_std_0,40.598
3,daily_return_std_0,17.938
4,log_return_std_0,18.895
5,volume_change_std_0,18.421
6,relative_volume_std_0,22.047
7,log_volume_0,18.387
8,high_low_range_std_0,17.872
9,excess_return_std_0,18.168
10,open_std_1,21.563
11,high_std_1,24.871
12,low_std_1,115.191
13,close_std_1,169.428
14,daily_return_std_1,72.755
15,log_return_std_1,81.825
16,volume_change_std_1,23.55
17,relative_volume_std_1,38.261
18,log_volume_1,18.043
19,high_low_range_std_1,22.75
20,excess_return_std_1,66.988
21,open_std_2,168.493
22,high_std_2,83.227
23,low_std_2,94.516
24,close_std_2,40.9
25,daily_return_std_2,21.922
26,log_return_std_2,30.523
27,volume_change_std_2,35.549
28,relative_volume_std_2,22.541
29,log_volume_2,18.866
30,high_low_range_std_2,27.274
31,excess_return_std_2,22.574
