index,subsequence_idx,score,start_date,end_date
23,23,1.6656865574867648,2024-06-20,2024-06-24
47,47,1.8558850799565474,2024-09-19,2024-09-23
70,70,3.6002144563921834,2024-12-18,2024-12-20
79,79,1.7227067638974303,2023-03-31,2023-04-04
106,106,8.680131318852428,2023-05-26,2023-05-31
108,108,2.0943122598923423,2023-06-06,2023-06-08
122,122,3.7212083663591975,2023-08-02,2023-08-04
133,133,1.7629950360051243,2023-09-14,2023-09-18
147,147,2.228551313671447,2023-11-08,2023-11-10
156,156,1.6563920758164021,2023-12-13,2023-12-15
