feature_index,feature_name,importance_score
0,high_std_0,21.423
1,low_std_0,71.353
2,close_std_0,27.553
3,daily_return_std_0,42.262
4,log_return_std_0,32.963
5,volume_change_std_0,31.4
6,relative_volume_std_0,28.262
7,log_volume_0,18.076
8,high_low_range_std_0,55.144
9,excess_return_std_0,34.323
10,open_std_1,30.052
11,high_std_1,46.017
12,low_std_1,54.854
13,close_std_1,19.371
14,daily_return_std_1,21.834
15,log_return_std_1,20.64
16,volume_change_std_1,19.571
17,relative_volume_std_1,19.923
18,log_volume_1,17.968
19,high_low_range_std_1,19.93
20,excess_return_std_1,135.542
21,open_std_2,18.426
22,high_std_2,54.921
23,low_std_2,68.229
24,close_std_2,46.39
25,daily_return_std_2,19.325
26,log_return_std_2,18.669
27,volume_change_std_2,18.832
28,relative_volume_std_2,21.762
29,log_volume_2,18.1
30,high_low_range_std_2,33.643
31,excess_return_std_2,22.167
