index,subsequence_idx,score,start_date,end_date
8,8,2.5572114346616956,2024-04-19,2024-04-23
31,31,2.2069699643447738,2024-07-22,2024-07-24
54,54,3.526767277482117,2024-10-18,2024-10-22
61,61,2.573111098064529,2024-11-13,2024-11-15
80,80,2.2183231450573535,2025-01-30,2025-02-03
87,87,2.9120175935026813,2025-03-03,2025-03-05
98,98,2.1875390233332643,2023-04-27,2023-05-01
105,105,2.7956153167061313,2023-01-31,2023-02-02
120,120,2.2771732039327035,2023-07-25,2023-07-27
143,143,2.2198460387487997,2023-10-23,2023-10-25
