index,subsequence_idx,score
7,7,2.2543
17,17,2.18625
26,26,1.87331
35,35,2.18916
40,40,1.94351
42,42,1.94266
49,49,2.10966
59,59,2.0118
100,100,2.33261
101,101,2.57765
106,106,2.02006
111,111,2.41554
116,116,2.12312
117,117,2.90452
131,131,2.19395
136,136,2.3468
137,137,2.05968
161,161,2.32843
166,166,2.16354
170,170,2.66214
