index,subsequence_idx,score,start_date,end_date
3,3,1.6425252795284369,2023-01-31,2023-02-02
21,21,2.851491228918284,2023-04-19,2023-04-21
28,28,2.942766341452299,2023-05-18,2023-05-22
31,31,2.564236106823887,2023-06-01,2023-06-05
53,53,1.7074780802542873,2023-09-06,2023-09-08
59,59,1.9149786630194412,2023-10-02,2023-10-04
73,73,1.6909846699081104,2023-11-30,2023-12-04
94,94,2.920437516221589,2024-03-04,2024-03-06
114,114,2.240900282203612,2024-05-29,2024-05-31
115,115,1.553115709186886,2024-06-03,2024-06-05
128,128,1.803416851652077,2024-07-30,2024-08-01
148,148,2.804831720540086,2024-10-23,2024-10-25
158,158,1.6821091654031632,2024-12-05,2024-12-09
164,164,2.4084540225966866,2025-01-02,2025-01-06
169,169,2.889415627102672,2025-01-27,2025-01-29
177,177,1.608212093248543,2025-03-03,2025-03-05
