feature_index,feature_name,importance_score
0,High_0,36.13
1,Low_0,23.556
2,Open_0,24.032
3,Volume_0,65.806
4,daily_return_0,23.853
5,log_return_0,36.074
6,volume_change_0,24.029
7,relative_volume_0,36.012
8,high_low_range_0,23.859
9,excess_return_0,23.452
10,daily_return_zscore_0,23.958
11,log_return_zscore_0,42.693
12,volume_change_zscore_0,42.851
13,relative_volume_zscore_0,42.557
14,log_volume_0,24.037
15,Close_1,36.105
16,High_1,42.352
17,Low_1,23.863
18,Open_1,42.939
19,Volume_1,66.808
20,daily_return_1,23.829
21,log_return_1,23.774
22,volume_change_1,23.752
23,relative_volume_1,24.004
24,high_low_range_1,35.614
25,excess_return_1,23.96
26,daily_return_zscore_1,36.086
27,log_return_zscore_1,42.674
28,volume_change_zscore_1,23.982
29,relative_volume_zscore_1,23.815
30,log_volume_1,23.909
31,Close_2,23.658
32,High_2,23.574
33,Low_2,35.986
34,Open_2,23.78
35,Volume_2,78.319
36,daily_return_2,24.027
37,log_return_2,35.852
38,volume_change_2,23.534
39,relative_volume_2,42.404
40,high_low_range_2,23.648
41,excess_return_2,41.909
42,daily_return_zscore_2,35.725
43,log_return_zscore_2,36.206
44,volume_change_zscore_2,35.973
45,relative_volume_zscore_2,23.772
46,log_volume_2,36.051
