index,window_idx,stock_idx,ticker,score,start_date,end_date
0,8,,,2.057710848636038,2023-02-22,2023-02-24
1,29,,,3.115880786264218,2023-05-23,2023-05-25
2,30,,,1.9070979265360375,2023-05-26,2023-05-31
3,42,,,2.1253087221139078,2023-07-20,2023-07-24
4,50,,,2.099661339086631,2023-08-23,2023-08-25
5,71,,,2.2470237166549003,2023-11-21,2023-11-24
6,95,,,1.860852339828059,2024-03-07,2024-03-11
7,117,,,1.8438903408254166,2024-06-11,2024-06-13
8,140,,,2.4309259247702832,2024-09-19,2024-09-23
