index,subsequence_idx,score,start_date,end_date
23,23,2.50034,2024-06-20,2024-06-24
24,24,2.41549,2023-03-10,2023-03-14
26,26,2.76293,2024-06-28,2024-07-02
35,35,2.91208,2023-03-15,2023-03-17
47,47,2.90991,2024-09-19,2024-09-23
70,70,2.52823,2024-12-18,2024-12-20
88,88,2.4356,2025-03-06,2025-03-10
92,92,2.73351,2025-03-19,2025-03-21
110,110,2.40255,2023-06-14,2023-06-16
112,112,2.43432,2023-06-23,2023-06-27
133,133,2.6191,2023-09-14,2023-09-18
156,156,2.59774,2023-12-13,2023-12-15
179,179,2.84546,2024-03-15,2024-03-19
