feature_index,feature_name,importance_score
0,High_0,35.476
1,Low_0,23.147
2,Open_0,23.253
3,Volume_0,48.878
4,daily_return_0,23.23
5,log_return_0,22.958
6,volume_change_0,23.111
7,relative_volume_0,23.749
8,high_low_range_0,22.771
9,excess_return_0,23.591
10,daily_return_zscore_0,23.588
11,log_return_zscore_0,35.255
12,volume_change_zscore_0,23.733
13,relative_volume_zscore_0,35.172
14,log_volume_0,23.442
15,Close_1,42.399
16,High_1,42.254
17,Low_1,23.008
18,Open_1,35.552
19,Volume_1,49.804
20,daily_return_1,35.864
21,log_return_1,42.215
22,volume_change_1,35.564
23,relative_volume_1,23.278
24,high_low_range_1,23.044
25,excess_return_1,42.137
26,daily_return_zscore_1,23.193
27,log_return_zscore_1,35.77
28,volume_change_zscore_1,23.372
29,relative_volume_zscore_1,35.63
30,log_volume_1,42.204
31,Close_2,23.645
32,High_2,35.781
33,Low_2,42.128
34,Open_2,23.558
35,Volume_2,61.223
36,daily_return_2,23.478
37,log_return_2,35.668
38,volume_change_2,23.091
39,relative_volume_2,23.603
40,high_low_range_2,23.301
41,excess_return_2,35.782
42,daily_return_zscore_2,23.702
43,log_return_zscore_2,23.447
44,volume_change_zscore_2,42.089
45,relative_volume_zscore_2,41.492
46,log_volume_2,35.553
