index,subsequence_idx,score,start_date,end_date
2,2,9.143712292072001,2023-02-01,2023-02-03
10,10,1.5576019719111645,2023-06-22,2023-06-26
13,13,9.108049231996986,2023-02-02,2023-02-06
17,17,2.4382648375736973,2023-06-30,2023-07-05
24,24,2.2463130986230664,2023-02-03,2023-02-07
34,34,1.5868716253760569,2023-07-25,2023-07-27
36,36,1.6208128965807918,2023-07-26,2023-07-28
37,37,1.6222687344105966,2023-07-27,2023-07-31
54,54,1.1718220832246862,2023-08-18,2023-08-22
105,105,1.532528905317823,2023-10-24,2023-10-26
106,106,1.6278958700206407,2023-10-25,2023-10-27
107,107,1.7739516589976903,2023-10-26,2023-10-30
180,180,2.9411354645877865,2024-01-31,2024-02-02
181,181,2.9487390835184955,2024-02-01,2024-02-05
182,182,3.5703792798892335,2024-02-02,2024-02-06
213,213,1.7515502045237947,2024-03-14,2024-03-18
214,214,1.8829221550375148,2024-03-15,2024-03-19
243,243,3.017050161445394,2024-04-23,2024-04-25
244,244,3.098633761563074,2024-04-24,2024-04-26
245,245,3.281594736924131,2024-04-25,2024-04-29
296,296,2.3479673251677267,2024-07-02,2024-07-05
297,297,1.6668247687014706,2024-07-03,2024-07-08
428,428,3.5314358311656937,2024-12-19,2024-12-23
429,429,6.088986949135455,2024-12-20,2024-12-24
510,510,1.9214072073146524,2023-04-25,2023-04-27
511,511,1.9451828035090353,2023-04-26,2023-04-28
512,512,2.192877190298917,2023-04-27,2023-05-01
535,535,10.831642076793853,2023-01-31,2023-02-02
