index,subsequence_idx,score,start_date,end_date
23,23,2.0260110881135764,2024-06-20,2024-06-24
35,35,4.1704667612757795,2023-03-15,2023-03-17
59,59,2.5234427755794666,2024-11-05,2024-11-07
79,79,1.788299237683178,2023-03-31,2023-04-04
87,87,3.091791854503728,2025-03-03,2025-03-05
92,92,3.4501690908002103,2025-03-19,2025-03-21
97,97,2.242441268356917,2023-04-24,2023-04-26
105,105,2.0336193376036342,2023-01-31,2023-02-02
115,115,3.3161980251159764,2023-07-07,2023-07-11
142,142,2.138349966021378,2023-10-18,2023-10-20
