feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
-0.0166047051180517,-0.2814201364926002,0.0175075355257481,-0.8588686760143615,-0.970012303332585,0.001378452344201,0.0401237861487568,0.0116447814932376,0.5895290758352054,-0.0810495233001838,0.0008948101670687,-0.0269826613316918,0.0197965016002345,0.5338269128738916,-0.1766961107375935
0.0108642582420481,0.0642134120624209,0.0211014473047608,1.285371431264208,-0.007191663542486,-0.0211551527991807,-0.166551075002477,0.0211032089473169,-1.2069135473959716,-0.5906429312366233,0.0070187511210597,-0.3739895387541607,0.0127042258411638,0.8586803578519703,-1.205196121303886
0.005108159663498,1.0324187912514555,0.0155898327850966,0.7914128670147373,1.722102272943568,0.0078019234724928,-0.59314209303066,0.0100236928017995,0.9070453834854584,-1.4388805708763264,-0.0033381271823048,-0.0405352531496987,0.0089464642791226,0.171471239481089,-0.3488412410044481
0.0156417206770824,0.1792828685258964,0.0169996273123729,1.2836490834508405,0.3173312706593317,0.0124710343870346,1.375,0.0337327193018618,0.8490039924401699,2.487171704242148,-0.0184020135040654,-0.3341394025604551,0.0243532142745166,-1.8909356742373495,-0.94932647668984
0.0007561763774002,-0.2401196325571458,0.0168354641818333,-0.1627331971566934,-0.6698274208447641,-0.0067227439354093,-0.2055102614562833,0.0201674983132884,-0.8837362706601635,-0.6453571425014027,-0.0009176494457668,-0.1843595187544232,0.0158004281348385,-0.270534047725914,-0.5351226800296222
-0.0045167249141184,-0.1394070860448301,0.0126884746267469,-0.5191724518372217,-0.390258930028305,0.020839933985596,0.3443118803562426,0.0156811987971783,1.3915822841343144,0.4776744919126838,-0.0085122706401307,-0.01575,0.0141071077636565,-0.8661896183769768,-0.2138591830292349
-0.0121562237085808,-0.0421640843281686,0.0260102244995829,-0.9424595756506168,-0.2315529577222082,-0.011459824788649,-0.0450808804030761,0.0158259820042173,-0.7251739148487009,-0.1926365082196529,0.0008557984722081,-0.0297139683421271,0.0142109156035437,0.4560276485701384,0.3210536097780976
-0.0094837916723243,-0.0093016599885518,0.0159339962762086,-0.6553701801207275,0.2874915817133959,-0.0034531366785658,0.2809475660840677,0.0098627112282549,0.0103720764033968,1.56938141793586,-0.0084265624974139,-0.0147722147045556,0.015308548851667,-0.4862525721160348,-0.174052833869386
0.0200937505583298,0.7827629621151424,0.022208145709815,1.7682866191297373,2.3889314884771893,0.0128465174667704,0.0877632254750899,0.0220439455009989,0.9771047801770107,-0.1724951828859197,0.0508108403081122,0.2325444136221448,0.0435730074762449,2.391991927790353,0.4225047333193035
0.0062180938330858,-0.2499161997797251,0.0249722893826303,0.0836559559342891,-1.2327519003465075,-0.0154852748469627,-0.3513789581205311,0.0334003993472839,-0.9933290222359048,-1.3305136046835218,-0.008565969240822,-0.407775590551181,0.0144722297444274,-0.6675356085963812,-1.2602622581053446
0.0390289068012352,3.6370284194781455,0.0591822060510571,1.3716480775115072,2.7213496119876037,-0.0094625588850136,-0.6173972259058815,0.017561784865856,-0.7971475036493206,-0.7779708425466259,-0.0045592032260866,-0.3661826697892272,0.0142155962779603,-0.5711682917555189,-0.5122726332274835
-0.008796859370448,0.0274903931421814,0.0152936237316941,-0.7574353386941658,-0.2004438900273325,0.0076280284485588,-0.0786823935558113,0.0164128442323048,0.0299897418036832,-0.2180858556380354,-0.0126656381671677,0.1718969555035128,0.018810881511381,-0.7499814478132272,-0.0225142605523982
0.0095842432080477,-0.1502797761790567,0.0133727187068572,0.5723074879868965,-0.2509179167596345,-0.0058420396071368,-0.0398243963624961,0.0117559939233922,-0.3043241373505627,-0.1797912680668527,0.0148376388173387,-0.0393533638145002,0.0174264346852022,0.7949014133037855,-0.2064952757231938
-0.0185988566541932,-0.2428839409509827,0.0272595158626348,-1.5600400286273295,-0.7039540986885104,-0.0071885555353248,-0.1531832381773133,0.014996754857226,-0.2427043286783261,-0.4141532872574885,-0.0134574479656807,0.2872408090573719,0.022407462709794,-0.8564440042969368,0.3096699518093326
0.0018818859379479,-0.0317865034846166,0.0113538055799195,-0.082359086567354,-0.2339651926823546,0.0170495705413005,0.959620786516854,0.0252458774283511,1.4981350905199886,2.393541681622255,-0.0115071467102043,-0.3360508869378248,0.0223025810003003,-1.117977839364956,-0.9407234243533066
0.0116411025855245,0.0222642018620968,0.0142414999994512,0.820047099424235,-0.0818991703882015,0.0117202420196524,0.3145459345300949,0.0180898313502306,0.6690478795298602,0.6632281177765769,0.0134103743985469,0.4286574957325033,0.0176105937007947,0.748003678972157,0.8165159819985327
-0.0011777931629106,-0.2417767781838627,0.0119527539517508,-0.7561640860942652,-0.8614768647588921,-0.0057571509235251,-0.4792361883574342,0.0124719644343628,-1.008357523580252,-1.277450866547892,-0.0103250210538502,0.4341402634389462,0.013638668712386,-1.3324520656035457,0.7639687360411306
