feature_index,feature_name,importance_score
0,log_volume_0,16.44
1,log_return_std_0,16.472
2,low_std_0,28.599
3,excess_return_std_0,24.953
4,daily_return_std_0,24.958
5,open_std_0,28.409
6,relative_volume_std_0,16.038
7,high_low_range_std_0,16.397
8,high_std_0,24.744
9,volume_change_std_0,16.108
10,close_std_1,24.955
11,log_volume_1,16.173
12,log_return_std_1,24.835
13,low_std_1,28.496
14,excess_return_std_1,24.785
15,daily_return_std_1,16.327
16,open_std_1,28.559
17,relative_volume_std_1,28.462
18,high_low_range_std_1,16.481
19,high_std_1,25.001
20,volume_change_std_1,16.424
21,close_std_2,16.009
22,log_volume_2,28.464
23,log_return_std_2,16.403
24,low_std_2,16.229
25,excess_return_std_2,16.085
26,daily_return_std_2,15.872
27,open_std_2,28.326
28,relative_volume_std_2,28.707
29,high_low_range_std_2,16.422
30,high_std_2,28.553
31,volume_change_std_2,16.019
32,ticker,28.425
33,time_period_idx,16.517
