index,window_idx,stock_idx,ticker,score,start_date,end_date
0,10,,,-0.0014417316924772439,2023-03-02,2023-03-06
1,12,,,-0.0010934487087093658,2023-03-10,2023-03-14
2,73,,,-0.0019350282578223799,2023-11-30,2023-12-04
3,76,,,0.02200428905895635,2023-12-13,2023-12-15
4,80,,,0.016001738604866422,2024-01-02,2024-01-04
5,101,,,2.997037828134097e-06,2024-04-03,2024-04-05
6,114,,,0.012032489140691105,2024-05-29,2024-05-31
7,119,,,-0.000621152665521485,2024-06-20,2024-06-24
8,129,,,0.009344354197269977,2024-08-02,2024-08-06
9,136,,,0.007202854459871788,2024-09-03,2024-09-05
10,137,,,0.0072933453193898545,2024-09-06,2024-09-10
11,149,,,0.0038200453306357907,2024-10-28,2024-10-30
12,151,,,-0.000714219709720354,2024-11-05,2024-11-07
13,161,,,0.006925588723760756,2024-12-18,2024-12-20
14,169,,,-5.694371873399273e-05,2025-01-27,2025-01-29
15,175,,,0.015684402785467233,2025-02-21,2025-02-25
