feature_index,feature_name,importance_score
0,log_volume_0,16.366
1,log_return_std_0,16.326
2,low_std_0,28.408
3,excess_return_std_0,24.9
4,daily_return_std_0,28.506
5,open_std_0,16.192
6,relative_volume_std_0,24.867
7,high_low_range_std_0,28.609
8,high_std_0,28.302
9,volume_change_std_0,28.59
10,close_std_1,16.333
11,log_volume_1,24.795
12,log_return_std_1,16.266
13,low_std_1,16.483
14,excess_return_std_1,15.894
15,daily_return_std_1,28.468
16,open_std_1,16.386
17,relative_volume_std_1,15.958
18,high_low_range_std_1,28.596
19,high_std_1,16.431
20,volume_change_std_1,16.412
21,close_std_2,24.69
22,log_volume_2,28.715
23,log_return_std_2,28.469
24,low_std_2,24.984
25,excess_return_std_2,16.085
26,daily_return_std_2,24.906
27,open_std_2,16.355
28,relative_volume_std_2,16.392
29,high_low_range_std_2,28.337
30,high_std_2,16.266
31,volume_change_std_2,24.749
32,ticker,16.1
33,time_period_idx,16.29
