index,subsequence_idx,score
50,50,2.83795
51,51,2.76871
90,90,4.01377
91,91,3.95899
92,92,4.15892
97,97,2.85779
98,98,2.78571
99,99,2.59543
268,268,2.47795
269,269,3.01699
270,270,3.05584
419,419,3.41476
420,420,3.3235
421,421,3.23993
483,483,3.95193
484,484,3.70791
485,485,4.02686
543,543,3.89583
544,544,3.59609
545,545,3.93455
