index,subsequence_idx,score,start_date,end_date
10,10,1.47051539235652,2024-04-29,2024-05-01
30,30,3.022066378820313,2024-07-17,2024-07-19
47,47,2.239237465681739,2024-09-19,2024-09-23
56,56,6.519404599724321,2024-10-28,2024-10-30
70,70,1.7106976865582457,2024-12-18,2024-12-20
99,99,1.4179986453049298,2023-05-02,2023-05-04
105,105,3.5351513836004402,2023-01-31,2023-02-02
123,123,5.526551233898532,2023-08-07,2023-08-09
155,155,1.521862082527383,2023-12-08,2023-12-12
168,168,2.7447526281389125,2024-02-01,2024-02-05
