feature_index,feature_name,importance_score
0,log_volume_0,24.887
1,log_return_std_0,28.468
2,low_std_0,28.415
3,excess_return_std_0,24.983
4,daily_return_std_0,28.599
5,open_std_0,16.491
6,relative_volume_std_0,15.95
7,high_low_range_std_0,28.468
8,high_std_0,28.53
9,volume_change_std_0,16.407
10,close_std_1,15.878
11,log_volume_1,24.661
12,log_return_std_1,16.2
13,low_std_1,28.489
14,excess_return_std_1,16.291
15,daily_return_std_1,16.458
16,open_std_1,24.593
17,relative_volume_std_1,24.979
18,high_low_range_std_1,28.647
19,high_std_1,28.369
20,volume_change_std_1,16.536
21,close_std_2,16.498
22,log_volume_2,16.353
23,log_return_std_2,16.397
24,low_std_2,28.43
25,excess_return_std_2,16.301
26,daily_return_std_2,28.585
27,open_std_2,24.732
28,relative_volume_std_2,15.534
29,high_low_range_std_2,24.975
30,high_std_2,16.407
31,volume_change_std_2,16.259
32,ticker,16.487
33,time_period_idx,16.384
