window_index,start_date,end_date,iforest_score,lof_score
0,2024-08-29,2024-09-03,0.5233440981386933,0.3851206079110412
1,2024-08-30,2024-09-04,0.482547329888912,0.4007372273400826
2,2024-09-03,2024-09-05,0.6521700133738147,0.3715226491041416
3,2024-09-04,2024-09-06,0.9286153398157855,0.3843309548638549
4,2024-09-05,2024-09-09,1.5696982098744459,0.3953408766012163
5,2024-09-06,2024-09-10,2.2896384277278954,0.11350456579677078
6,2024-09-09,2024-09-11,0.9831227030542196,0.3079999952173497
7,2024-09-10,2024-09-12,0.7292389899759214,0.32834356625725514
8,2024-09-11,2024-09-13,0.31645500449021796,0.37169771899877263
9,2024-09-12,2024-09-16,-1.2404864302024843,0.37313240724799285
10,2024-09-13,2024-09-17,-0.9496015825784005,0.3744784700820892
11,2024-09-16,2024-09-18,-1.3131969164634874,0.3834248138004718
12,2024-09-17,2024-09-19,-0.4403799675734706,0.35872104513509667
13,2024-09-18,2024-09-20,0.8667225059776482,-2.5382423729340093
14,2024-09-19,2024-09-23,1.3731818546642522,-2.8647456291681546
15,2024-09-20,2024-09-24,0.7632948450878015,-2.880158578364636
16,2024-09-23,2024-09-25,-0.1254043484659805,0.382194111355277
17,2024-09-24,2024-09-26,-1.382164982670062,0.36905401929586096
18,2024-09-25,2024-09-27,-0.9815841239988817,0.36491296007740454
19,2024-09-26,2024-09-30,-0.8905618581487595,0.3697763067172479
20,2024-09-27,2024-10-01,-0.995833946581331,0.3807363803943408
21,2024-09-30,2024-10-02,-1.0531322575248685,0.37476337280614785
22,2024-10-01,2024-10-03,-0.16576189250365386,0.357955962377404
23,2024-10-02,2024-10-04,-0.7573420221710717,0.38003181146616055
24,2024-10-03,2024-10-07,-0.9366469977573936,0.37589957447768424
25,2024-10-04,2024-10-08,-0.2459319954297641,0.3794671831431411
