feature_index,feature_name,importance_score
0,feature_0,9.273
1,feature_1,9.61
2,feature_2,9.581
3,feature_3,9.508
4,feature_4,6.875
5,feature_5,9.597
6,feature_6,9.419
7,feature_7,6.9
8,feature_8,6.799
9,feature_9,9.591
10,feature_10,6.936
11,feature_11,6.914
12,feature_12,9.326
13,feature_13,9.553
14,feature_14,9.542
