feature_index,feature_name,importance_score
0,High_0,23.248
1,Low_0,42.056
2,Open_0,23.145
3,Volume_0,42.187
4,daily_return_0,22.989
5,log_return_0,23.361
6,volume_change_0,35.485
7,relative_volume_0,41.344
8,high_low_range_0,22.829
9,excess_return_0,35.253
10,daily_return_zscore_0,35.365
11,log_return_zscore_0,23.076
12,volume_change_zscore_0,23.551
13,relative_volume_zscore_0,41.987
14,log_volume_0,42.014
15,Close_1,35.372
16,High_1,41.875
17,Low_1,23.416
18,Open_1,42.005
19,Volume_1,48.878
20,daily_return_1,23.42
21,log_return_1,23.186
22,volume_change_1,23.571
23,relative_volume_1,22.996
24,high_low_range_1,35.321
25,excess_return_1,23.385
26,daily_return_zscore_1,35.34
27,log_return_zscore_1,35.437
28,volume_change_zscore_1,22.589
29,relative_volume_zscore_1,23.467
30,log_volume_1,23.006
31,Close_2,42.172
32,High_2,35.257
33,Low_2,23.35
34,Open_2,41.919
35,Volume_2,23.376
36,daily_return_2,23.189
37,log_return_2,42.175
38,volume_change_2,35.544
39,relative_volume_2,23.267
40,high_low_range_2,23.556
41,excess_return_2,34.851
42,daily_return_zscore_2,35.493
43,log_return_zscore_2,35.45
44,volume_change_zscore_2,23.126
45,relative_volume_zscore_2,23.401
46,log_volume_2,23.256
