feature_index,feature_name,importance_score
0,daily_return_zscore_0,36.113
1,relative_volume_zscore_0,36.058
2,Close_0,23.643
3,Volume_0,36.323
4,Open_0,23.523
5,Low_0,23.633
6,relative_volume_0,23.639
7,high_low_range_0,36.476
8,daily_return_0,42.305
9,volume_change_0,23.541
10,log_return_0,43.506
11,excess_return_0,36.467
12,High_0,24.006
13,volume_change_zscore_0,43.389
14,log_return_zscore_0,23.637
15,log_volume_1,23.507
16,daily_return_zscore_1,36.49
17,relative_volume_zscore_1,23.676
18,Close_1,43.478
19,Volume_1,23.389
20,Open_1,36.266
21,Low_1,43.657
22,relative_volume_1,42.333
23,high_low_range_1,23.527
24,daily_return_1,24.075
25,volume_change_1,43.614
26,log_return_1,23.269
27,excess_return_1,23.138
28,High_1,23.922
29,volume_change_zscore_1,23.949
30,log_return_zscore_1,23.754
31,log_volume_2,36.37
32,daily_return_zscore_2,43.482
33,relative_volume_zscore_2,23.597
34,Close_2,23.767
35,Volume_2,24.092
36,Open_2,43.523
37,Low_2,36.463
38,relative_volume_2,23.316
39,high_low_range_2,23.501
40,daily_return_2,43.478
41,volume_change_2,23.959
42,log_return_2,24.082
43,excess_return_2,23.834
44,High_2,36.484
45,volume_change_zscore_2,43.57
46,log_return_zscore_2,43.303
47,ticker,36.149
48,time_period_idx,36.232
