index,subsequence_idx,score
6,6,2.79563
70,70,2.75193
74,74,3.3919
75,75,2.80018
76,76,2.69095
80,80,2.7633
82,82,2.50208
84,84,3.0394
85,85,2.72929
86,86,2.66799
88,88,2.70073
92,92,3.17119
