index,subsequence_idx,score,start_date,end_date
34,34,2.892970731350375,2024-08-02,2024-08-06
35,35,4.325663709433383,2023-03-15,2023-03-17
59,59,2.040644193589259,2024-11-05,2024-11-07
70,70,2.919907583835621,2024-12-18,2024-12-20
85,85,3.8490786786148488,2025-02-21,2025-02-25
86,86,2.1972818337123674,2025-02-26,2025-02-28
91,91,2.3221215517062537,2025-03-14,2025-03-18
92,92,3.0268120616256646,2025-03-19,2025-03-21
123,123,2.3680042367346115,2023-08-07,2023-08-09
133,133,2.092158296018142,2023-09-14,2023-09-18
