window_index,start_date,end_date,iforest_score,lof_score
0,2024-11-26,2024-11-29,-0.2209496268722318,0.371082183492764
1,2024-11-27,2024-12-02,-0.5043214993416812,0.30285708571608033
2,2024-11-29,2024-12-03,-0.27954209384362294,0.30886048288343493
3,2024-12-02,2024-12-04,0.14000658997363702,0.3548322247202753
4,2024-12-03,2024-12-05,-0.5674443233245688,0.37386566944397037
5,2024-12-04,2024-12-06,-0.48582025518992644,0.3929953567103596
6,2024-12-05,2024-12-09,-0.9693012630741056,0.33114477175001483
7,2024-12-06,2024-12-10,-0.3548599568073157,0.4071492780013764
8,2024-12-09,2024-12-11,0.12354259458155119,0.4018559862070776
9,2024-12-10,2024-12-12,0.005127682581587435,0.41702040731103684
10,2024-12-11,2024-12-13,-0.7483685126417877,0.3646701884483154
11,2024-12-12,2024-12-16,-1.132749102466099,0.3537042208922556
12,2024-12-13,2024-12-17,-0.7974293028614498,0.42674645075907575
13,2024-12-16,2024-12-18,0.8315516415215318,0.4076805870417786
14,2024-12-17,2024-12-19,0.6689390742029884,0.34493664340013264
15,2024-12-18,2024-12-20,3.0401038139610663,-1.5501950885772366
16,2024-12-19,2024-12-23,1.5093273827670912,-2.5358353849177693
17,2024-12-20,2024-12-24,2.233562094287292,-3.51921180078048
18,2024-12-23,2024-12-26,0.27691843044564296,0.342267647523237
19,2024-12-24,2024-12-27,-0.35784832542569356,0.3829849478223134
20,2024-12-26,2024-12-30,-0.5000518390732619,0.31554193202332237
21,2024-12-27,2024-12-31,-0.36886023630204434,0.3214224649074598
22,2024-12-30,2025-01-02,-0.6061707092853827,0.34691105684273754
23,2024-12-31,2025-01-03,-0.9353622578132142,0.3367126883784607
