feature_index,feature_name,importance_score
0,log_volume_0,16.519
1,log_return_std_0,24.946
2,low_std_0,16.345
3,excess_return_std_0,16.382
4,daily_return_std_0,28.557
5,open_std_0,16.18
6,relative_volume_std_0,28.565
7,high_low_range_std_0,24.883
8,high_std_0,28.459
9,volume_change_std_0,24.985
10,close_std_1,16.3
11,log_volume_1,28.34
12,log_return_std_1,28.633
13,low_std_1,16.407
14,excess_return_std_1,28.621
15,daily_return_std_1,16.07
16,open_std_1,16.026
17,relative_volume_std_1,16.343
18,high_low_range_std_1,24.775
19,high_std_1,16.468
20,volume_change_std_1,15.828
21,close_std_2,16.22
22,log_volume_2,28.416
23,log_return_std_2,28.485
24,low_std_2,16.427
25,excess_return_std_2,24.761
26,daily_return_std_2,16.407
27,open_std_2,24.791
28,relative_volume_std_2,24.821
29,high_low_range_std_2,28.433
30,high_std_2,15.777
31,volume_change_std_2,16
32,ticker,16.231
33,time_period_idx,28.491
